iShares Russell 1000 ETF
Fund Holdings as of,"Mar 25, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"121,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PRI","PRIMERICA INC","Financials","Equity","5,934,780.29","0.01","5,934,780.29","23,561.00","251.89","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","5,890,867.40","0.01","5,890,867.40","111,485.00","52.84","United States","NYSE","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","5,834,665.20","0.01","5,834,665.20","81,718.00","71.40","United States","NYSE","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","5,827,158.60","0.01","5,827,158.60","28,615.00","203.64","United States","NYSE","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","5,824,593.60","0.01","5,824,593.60","211,036.00","27.60","United States","NASDAQ","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","5,804,220.24","0.01","5,804,220.24","12,159.00","477.36","United States","NYSE","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","5,788,103.09","0.01","5,788,103.09","32,501.00","178.09","United States","NASDAQ","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","5,783,000.00","0.01","5,783,000.00","5,783,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"CHRD","CHORD ENERGY CORP","Energy","Equity","5,773,875.86","0.01","5,773,875.86","41,761.00","138.26","United States","NASDAQ","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","5,774,590.08","0.01","5,774,590.08","122,136.00","47.28","United States","NYSE","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","5,761,525.59","0.01","5,761,525.59","34,731.00","165.89","United States","NYSE","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","5,755,981.00","0.01","5,755,981.00","159,005.00","36.20","United States","NYSE","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","5,729,396.20","0.01","5,729,396.20","290,980.00","19.69","Brazil","NASDAQ","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","5,721,248.70","0.01","5,721,248.70","77,085.00","74.22","United States","NYSE","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","5,708,032.11","0.01","5,708,032.11","156,771.00","36.41","United States","NYSE","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","5,696,143.20","0.01","5,696,143.20","241,362.00","23.60","United States","NYSE","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","5,699,305.36","0.01","5,699,305.36","70,984.00","80.29","United States","NYSE","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","5,694,990.00","0.01","5,694,990.00","161,560.00","35.25","United States","NYSE","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","5,679,706.64","0.01","5,679,706.64","13,976.00","406.39","United States","NYSE","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","5,659,229.94","0.01","5,659,229.94","41,818.00","135.33","United States","NYSE","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","5,641,108.35","0.01","5,641,108.35","168,643.00","33.45","United States","NYSE","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","5,626,507.05","0.01","5,626,507.05","73,119.00","76.95","Sweden","NASDAQ","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","5,624,795.76","0.01","5,624,795.76","55,669.00","101.04","United States","NYSE","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","5,613,906.80","0.01","5,613,906.80","72,719.00","77.20","United States","NASDAQ","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","5,585,695.32","0.01","5,585,695.32","19,902.00","280.66","United States","NYSE","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","5,570,767.86","0.01","5,570,767.86","38,122.00","146.13","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","5,567,579.55","0.01","5,567,579.55","106,353.00","52.35","United States","NASDAQ","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","5,557,670.43","0.01","5,557,670.43","132,357.00","41.99","United States","NYSE","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","5,553,529.38","0.01","5,553,529.38","42,546.00","130.53","United States","NASDAQ","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","5,549,642.63","0.01","5,549,642.63","54,467.00","101.89","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","5,550,336.00","0.01","5,550,336.00","74,752.00","74.25","United States","NASDAQ","USD","1.00","USD","-"
"ONON","ON HOLDING LTD CLASS A","Consumer Discretionary","Equity","5,511,540.96","0.01","5,511,540.96","156,756.00","35.16","United States","NYSE","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","5,506,844.64","0.01","5,506,844.64","186,736.00","29.49","United States","NASDAQ","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","5,503,194.00","0.01","5,503,194.00","82,260.00","66.90","United States","NYSE","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","5,488,344.04","0.01","5,488,344.04","38,683.00","141.88","United States","NYSE","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","5,468,098.74","0.01","5,468,098.74","101,751.00","53.74","United States","NYSE","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","5,465,029.77","0.01","5,465,029.77","145,773.00","37.49","United States","NYSE","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","5,455,219.00","0.01","5,455,219.00","68,404.00","79.75","United States","NYSE","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","5,393,359.08","0.01","5,393,359.08","76,242.00","70.74","United States","NYSE","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","5,381,119.76","0.01","5,381,119.76","39,602.00","135.88","United States","NYSE","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","5,345,088.82","0.01","5,345,088.82","176,173.00","30.34","United States","NASDAQ","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","5,340,818.88","0.01","5,340,818.88","45,508.00","117.36","United States","NYSE","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","5,278,561.86","0.01","5,278,561.86","39,611.00","133.26","United States","NYSE","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","5,274,970.76","0.01","5,274,970.76","30,172.00","174.83","United States","NYSE","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","5,270,268.16","0.01","5,270,268.16","38,036.00","138.56","United States","NYSE","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","5,264,811.40","0.01","5,264,811.40","27,155.00","193.88","United States","NYSE","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","5,251,462.68","0.01","5,251,462.68","90,092.00","58.29","United States","NYSE","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","5,242,160.04","0.01","5,242,160.04","69,654.00","75.26","United States","NASDAQ","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","5,242,343.04","0.01","5,242,343.04","82,896.00","63.24","United States","NASDAQ","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","5,227,735.52","0.01","5,227,735.52","341,236.00","15.32","United States","NYSE","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","5,223,362.88","0.01","5,223,362.88","36,448.00","143.31","United States","NASDAQ","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","5,215,335.53","0.01","5,215,335.53","79,733.00","65.41","United States","NASDAQ","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","5,215,780.80","0.01","5,215,780.80","265,840.00","19.62","United States","NYSE","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","5,116,600.50","0.01","5,116,600.50","83,810.00","61.05","United States","NYSE","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","5,115,373.64","0.01","5,115,373.64","30,598.00","167.18","United States","NYSE","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","5,093,179.30","0.01","5,093,179.30","15,565.00","327.22","United States","NYSE","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","5,079,827.84","0.01","5,079,827.84","36,326.00","139.84","United States","NYSE","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","5,064,017.40","0.01","5,064,017.40","471,510.00","10.74","United States","NASDAQ","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","5,048,618.40","0.01","5,048,618.40","115,794.00","43.60","United States","NASDAQ","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","5,034,076.02","0.01","5,034,076.02","45,438.00","110.79","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","5,019,422.48","0.01","5,019,422.48","121,624.00","41.27","United States","NYSE","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","5,012,671.52","0.01","5,012,671.52","89,608.00","55.94","United States","NYSE","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","4,998,015.30","0.01","4,998,015.30","51,510.00","97.03","United States","NASDAQ","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","4,881,782.62","0.01","4,881,782.62","60,463.00","80.74","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","4,855,648.72","0.01","4,855,648.72","77,492.00","62.66","United States","NYSE","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","4,800,923.15","0.01","4,800,923.15","208,283.00","23.05","United States","NYSE","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","4,768,249.50","0.01","4,768,249.50","132,525.00","35.98","United States","NYSE","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","4,761,507.84","0.01","4,761,507.84","23,552.00","202.17","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,764,604.01","0.01","4,764,604.01","27,067.00","176.03","United States","NYSE","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","4,760,396.94","0.01","4,760,396.94","73,531.00","64.74","United States","NYSE","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","4,711,974.54","0.01","4,711,974.54","91,637.00","51.42","United States","NYSE","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","4,684,867.43","0.01","4,684,867.43","68,683.00","68.21","United States","NYSE","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","4,661,358.73","0.01","4,661,358.73","34,027.00","136.99","United States","NASDAQ","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","4,642,776.96","0.01","4,642,776.96","56,454.00","82.24","United States","NYSE","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","4,585,972.18","0.01","4,585,972.18","191,962.00","23.89","United States","NYSE","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","4,580,248.08","0.01","4,580,248.08","109,366.00","41.88","United States","NYSE","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","4,568,712.94","0.01","4,568,712.94","37,378.00","122.23","United States","NYSE","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","4,563,099.78","0.01","4,563,099.78","94,007.00","48.54","United States","NASDAQ","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","4,552,976.41","0.01","4,552,976.41","36,929.00","123.29","United States","NYSE","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","4,511,879.82","0.01","4,511,879.82","27,162.00","166.11","United States","NASDAQ","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","4,504,557.68","0.01","4,504,557.68","95,476.00","47.18","United States","NYSE","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","4,498,273.60","0.01","4,498,273.60","44,144.00","101.90","United States","NYSE","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","4,482,698.66","0.01","4,482,698.66","124,762.00","35.93","United States","NYSE","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","4,475,778.00","0.01","4,475,778.00","59,550.00","75.16","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","4,467,545.32","0.01","4,467,545.32","122,836.00","36.37","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","4,437,279.10","0.01","4,437,279.10","88,870.00","49.93","United States","NASDAQ","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","4,433,157.50","0.01","4,433,157.50","32,525.00","136.30","United States","NYSE","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","4,416,685.02","0.01","4,416,685.02","36,861.00","119.82","United States","NYSE","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","4,398,344.66","0.01","4,398,344.66","165,538.00","26.57","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,398,474.20","0.01","4,398,474.20","82,865.00","53.08","United States","NYSE","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,386,094.86","0.01","4,386,094.86","23,494.00","186.69","United States","NYSE","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","4,378,139.40","0.01","4,378,139.40","20,074.00","218.10","United States","NASDAQ","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,370,426.50","0.01","4,370,426.50","25,633.00","170.50","United States","NYSE","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","4,354,547.76","0.01","4,354,547.76","163,459.00","26.64","United States","NYSE","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","4,345,008.70","0.01","4,345,008.70","252,470.00","17.21","United States","NYSE","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","4,328,263.40","0.01","4,328,263.40","17,027.00","254.20","United States","NYSE","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","4,330,114.56","0.01","4,330,114.56","83,016.00","52.16","United States","NYSE","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","4,327,932.96","0.01","4,327,932.96","29,328.00","147.57","United States","NYSE","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","4,319,372.60","0.01","4,319,372.60","108,965.00","39.64","United States","NYSE","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","4,312,408.94","0.01","4,312,408.94","114,509.00","37.66","United States","NYSE","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","4,308,428.40","0.01","4,308,428.40","65,082.00","66.20","United States","NYSE","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","4,298,253.68","0.01","4,298,253.68","102,242.00","42.04","United States","NYSE","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","4,289,884.17","0.01","4,289,884.17","213,109.00","20.13","United States","NYSE","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","4,290,868.14","0.01","4,290,868.14","155,129.00","27.66","United States","NYSE","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","4,283,113.12","0.01","4,283,113.12","37,466.00","114.32","United States","NASDAQ","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","4,283,941.43","0.01","4,283,941.43","54,097.00","79.19","United States","NYSE","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,277,143.22","0.01","4,277,143.22","259,378.00","16.49","United States","NYSE","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","4,280,307.22","0.01","4,280,307.22","48,734.00","87.83","United States","NASDAQ","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","4,274,064.72","0.01","4,274,064.72","180,798.00","23.64","United States","NYSE","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,262,952.48","0.01","4,262,952.48","243,876.00","17.48","United States","NYSE","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","4,232,107.17","0.01","4,232,107.17","82,449.00","51.33","United States","NYSE","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","4,202,660.24","0.01","4,202,660.24","116,968.00","35.93","United States","NASDAQ","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","4,182,632.54","0.01","4,182,632.54","252,422.00","16.57","United States","NYSE","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","4,101,388.26","0.01","4,101,388.26","87,749.00","46.74","United States","NASDAQ","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","4,089,941.01","0.01","4,089,941.01","164,057.00","24.93","United States","NYSE","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","4,084,662.42","0.01","4,084,662.42","157,042.00","26.01","United States","NYSE","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","4,051,833.03","0.01","4,051,833.03","96,957.00","41.79","United States","NYSE","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","4,035,528.80","0.01","4,035,528.80","46,279.00","87.20","United States","NASDAQ","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","4,031,539.80","0.01","4,031,539.80","226,491.00","17.80","United States","NYSE","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,032,909.44","0.01","4,032,909.44","69,104.00","58.36","United States","NYSE","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","4,023,187.77","0.01","4,023,187.77","233,499.00","17.23","United States","NYSE","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","4,017,383.10","0.01","4,017,383.10","78,865.00","50.94","United States","NASDAQ","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","3,995,860.80","0.01","3,995,860.80","25,440.00","157.07","United States","NASDAQ","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","3,997,352.17","0.01","3,997,352.17","93,989.00","42.53","United States","NASDAQ","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","3,971,153.58","0.01","3,971,153.58","75,254.00","52.77","United States","NYSE","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","3,949,423.92","0.01","3,949,423.92","40,482.00","97.56","United States","NYSE","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","3,929,729.10","0.01","3,929,729.10","111,990.00","35.09","United States","NASDAQ","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","3,922,398.18","0.01","3,922,398.18","146,249.00","26.82","United States","NASDAQ","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","3,919,661.13","0.01","3,919,661.13","434,071.00","9.03","United States","NYSE","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","3,896,983.64","0.01","3,896,983.64","25,124.00","155.11","United States","NYSE","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","3,890,891.16","0.01","3,890,891.16","25,713.00","151.32","United States","NYSE","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","3,890,950.53","0.01","3,890,950.53","42,753.00","91.01","United States","NASDAQ","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","3,856,340.62","0.01","3,856,340.62","104,963.00","36.74","United States","NYSE","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,828,397.72","0.01","3,828,397.72","71,666.00","53.42","United States","NYSE","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","3,802,938.90","0.01","3,802,938.90","37,302.00","101.95","United States","NYSE","USD","1.00","USD","-"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,792,999.35","0.01","3,792,999.35","19,597.00","193.55","United States","NYSE","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","3,791,066.72","0.01","3,791,066.72","10,136.00","374.02","United States","NYSE","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","3,780,510.80","0.01","3,780,510.80","94,940.00","39.82","Canada","NYSE","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","3,775,833.12","0.01","3,775,833.12","1,712.00","2,205.51","United States","NYSE","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","3,767,895.30","0.01","3,767,895.30","284,155.00","13.26","United States","NASDAQ","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","3,757,896.00","0.01","3,757,896.00","13,735.00","273.60","United States","NYSE","USD","1.00","USD","-"
"VSNT","VERSANT MEDIA GROUP INC","Communication","Equity","3,759,792.00","0.01","3,759,792.00","103,008.00","36.50","United States","NASDAQ","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","3,748,960.01","0.01","3,748,960.01","92,146.00","40.69","United States","NASDAQ","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","3,742,874.80","0.01","3,742,874.80","22,205.00","168.56","United States","NYSE","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","3,670,466.80","0.01","3,670,466.80","100,837.00","36.40","United States","NYSE","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","3,643,362.48","0.01","3,643,362.48","166,136.00","21.93","United States","NASDAQ","USD","1.00","USD","-"
"KRMN","KARMAN HOLDINGS INC","Industrials","Equity","3,616,376.40","0.01","3,616,376.40","36,309.00","99.60","United States","NYSE","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","3,617,568.00","0.01","3,617,568.00","11,448.00","316.00","United States","NYSE","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","3,612,016.07","0.01","3,612,016.07","469,703.00","7.69","United States","NYSE","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","3,600,339.84","0.01","3,600,339.84","833,412.00","4.32","United States","NASDAQ","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","3,591,343.58","0.01","3,591,343.58","57,683.00","62.26","United States","NASDAQ","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","3,569,099.20","0.01","3,569,099.20","106,160.00","33.62","United States","NYSE","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","3,564,469.00","0.01","3,564,469.00","192,674.00","18.50","United States","NYSE","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,525,696.28","0.01","3,525,696.28","78,314.00","45.02","United States","NASDAQ","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,515,254.56","0.01","3,515,254.56","93,144.00","37.74","United States","NYSE","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,509,119.89","0.01","3,509,119.89","41,347.00","84.87","United States","NYSE","USD","1.00","USD","-"
"RAL","RALLIANT CORP","Information Technology","Equity","3,477,885.66","0.01","3,477,885.66","81,297.00","42.78","United States","NYSE","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","3,466,973.20","0.01","3,466,973.20","87,905.00","39.44","United States","NYSE","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","3,438,068.58","0.01","3,438,068.58","31,781.00","108.18","United States","NYSE","USD","1.00","USD","-"
"PCTY","PAYLOCITY HOLDING CORP","Industrials","Equity","3,433,329.60","0.01","3,433,329.60","31,326.00","109.60","United States","NASDAQ","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,429,650.97","0.01","3,429,650.97","60,201.00","56.97","United States","NYSE","USD","1.00","USD","-"
"CLF","CLEVELAND CLIFFS INC","Materials","Equity","3,416,751.52","0.01","3,416,751.52","400,088.00","8.54","United States","NYSE","USD","1.00","USD","-"
"EXLS","EXLSERVICE HOLDINGS INC","Industrials","Equity","3,409,194.92","0.01","3,409,194.92","112,589.00","30.28","United States","NASDAQ","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","3,394,063.33","0.01","3,394,063.33","45,613.00","74.41","United States","NYSE","USD","1.00","USD","-"
"MAT","MATTEL INC","Consumer Discretionary","Equity","3,397,527.34","0.01","3,397,527.34","228,482.00","14.87","United States","NASDAQ","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","3,385,055.52","0.01","3,385,055.52","366,348.00","9.24","United States","NYSE","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","3,378,533.55","0.01","3,378,533.55","34,755.00","97.21","United States","NYSE","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","3,374,181.12","0.01","3,374,181.12","19,776.00","170.62","United States","NASDAQ","USD","1.00","USD","-"
"PRMB","PRIMO BRANDS CLASS A CORP","Consumer Staples","Equity","3,365,223.48","0.01","3,365,223.48","182,694.00","18.42","United States","NYSE","USD","1.00","USD","-"
